Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
250019,Abella de la Conca,17,62,22,12,55,20,29,117,42
080018,Abrera,687,3492,383,679,3161,421,1366,6653,804
250024,Àger,22,153,104,16,123,89,38,276,193
250030,Agramunt,376,1801,456,330,1513,595,706,3314,1051
080023,Aguilar de Segarra,12,66,34,15,56,32,27,122,66
170010,Agullana,27,224,92,34,185,110,61,409,202
080142,Aiguafreda,136,756,178,142,719,244,278,1475,422
430017,Aiguamúrcia,28,244,79,35,209,76,63,453,155
170025,Aiguaviva,47,206,38,47,188,45,94,394,83
250387,Aitona,122,756,233,108,669,305,230,1425,538
250045,"Alamús, els",38,236,72,39,210,98,77,446,170
250058,Alàs i Cerc,20,146,48,19,113,59,39,259,107
250061,"Albagés, l'",37,163,66,24,128,84,61,291,150
170031,Albanyà,6,39,14,5,31,15,11,70,29
250077,Albatàrrec,86,441,111,83,388,127,169,829,238
250083,Albesa,99,485,171,83,468,209,182,953,380
250096,"Albi, l'",40,282,95,40,239,110,80,521,205
430022,Albinyana,102,635,147,100,554,157,202,1189,304
430038,"Albiol, l'",20,83,15,20,65,11,40,148,26
170046,Albons,42,213,52,24,181,76,66,394,128
430043,Alcanar,540,2926,785,521,2673,945,1061,5599,1730
250100,Alcanó,9,79,43,17,65,43,26,144,86
250117,Alcarràs,334,1647,437,345,1580,495,679,3227,932
250122,Alcoletge,127,706,152,120,597,160,247,1303,312
430056,Alcover,308,1426,314,304,1311,379,612,2737,693
439044,"Aldea, l'",232,1219,368,204,1080,421,436,2299,789
430069,Aldover,31,241,104,32,249,128,63,490,232
430075,"Aleixar, l'",50,250,81,49,212,98,99,462,179
080039,Alella,706,3227,446,647,3179,591,1353,6406,1037
430081,Alfara de Carles,11,122,54,14,91,63,25,213,117
250138,Alfarràs,187,971,308,184,954,370,371,1925,678
250143,Alfés,18,117,41,14,90,51,32,207,92
430094,Alforja,75,433,164,71,382,178,146,815,342
250156,Algerri,17,156,81,18,152,86,35,308,167
250169,Alguaire,172,984,285,175,894,334,347,1878,619
250175,Alins,10,85,40,12,73,52,22,158,92
430108,Alió,11,131,50,26,108,56,37,239,106
250194,Almacelles,348,2076,524,389,1766,650,737,3842,1174
250208,Almatret,17,144,80,16,110,101,33,254,181
250215,Almenar,223,1194,368,198,1065,440,421,2259,808
430115,Almoster,91,335,60,83,296,62,174,631,122
250220,Alòs de Balaguer,4,67,32,4,40,27,8,107,59
170062,Alp,84,516,73,80,430,89,164,946,162
080044,Alpens,25,92,33,18,76,33,43,168,66
250236,Alpicat,376,1593,265,396,1497,354,772,3090,619
250241,Alt Àneu,30,177,50,24,115,46,54,292,96
430120,Altafulla,292,1346,181,270,1254,220,562,2600,401
170078,Amer,126,729,225,126,700,290,252,1429,515
430136,"Ametlla de Mar, l'",310,1841,500,337,1710,513,647,3551,1013
080057,"Ametlla del Vallès, l'",632,2195,305,554,2215,427,1186,4410,732
439060,"Ampolla, l'",122,632,241,101,649,243,223,1281,484
430141,Amposta,1227,6065,1390,1170,5750,1770,2397,11815,3160
170084,Anglès,335,1767,470,316,1552,580,651,3319,1050
250273,Anglesola,58,424,171,73,390,168,131,814,339
250292,Arbeca,153,800,291,129,707,356,282,1507,647
430167,"Arboç, l'",291,1444,283,244,1257,354,535,2701,637
430154,Arbolí,4,53,9,0,39,20,4,92,29
170097,Arbúcies,438,1903,446,386,1678,565,824,3581,1011
080060,Arenys de Mar,999,4397,966,893,4411,1441,1892,8808,2407
080076,Arenys de Munt,572,2404,439,520,2314,578,1092,4718,1017
170101,Argelaguer,42,120,51,29,109,53,71,229,104
080082,Argençola,10,68,24,12,58,23,22,126,47
430173,"Argentera, l'",8,65,13,6,43,16,14,108,29
080095,Argentona,832,3567,615,748,3481,813,1580,7048,1428
170118,"Armentera, l'",40,250,83,32,233,117,72,483,200
430189,Arnes,18,145,92,21,126,96,39,271,188
250313,Arres,4,22,5,2,17,9,6,39,14
250328,Arsèguel,6,37,14,2,31,13,8,68,27
080109,Artés,358,1536,373,305,1483,497,663,3019,870
250334,Artesa de Lleida,92,454,142,83,379,173,175,833,315
250349,Artesa de Segre,217,1079,401,179,980,427,396,2059,828
430192,Ascó,109,552,178,94,515,209,203,1067,387
250365,Aspa,12,74,49,15,77,45,27,151,94
250371,"Avellanes i Santa Linya, les",18,163,81,13,118,89,31,281,170
080116,Avià,114,643,217,124,578,245,238,1221,462
080121,Avinyó,162,672,189,140,627,256,302,1299,445
170123,Avinyonet de Puigventós,66,304,47,56,273,59,122,577,106
080137,Avinyonet del Penedès,80,487,127,84,372,154,164,859,281
080155,Badalona,14968,76828,12613,14081,73859,18021,29049,150687,30634
089045,Badia del Vallès,1083,5459,775,997,5295,991,2080,10754,1766
080168,Bagà,114,689,224,149,658,299,263,1347,523
250390,Baix Pallars,11,125,63,11,88,52,22,213,115
250404,Balaguer,1009,4579,1166,982,4436,1546,1991,9015,2712
080174,Balenyà,249,1150,204,258,1075,272,507,2225,476
080180,Balsareny,212,1082,308,188,1043,405,400,2125,713
430206,Banyeres del Penedès,128,740,111,99,621,131,227,1361,242
170157,Banyoles,1367,5239,1218,1296,4998,1678,2663,10237,2896
250411,Barbens,42,277,96,36,228,122,78,505,218
430213,Barberà de la Conca,22,146,46,24,119,77,46,265,123
082520,Barberà del Vallès,2185,10161,1188,2015,9780,1573,4200,19941,2761
080193,Barcelona,90520,498267,128867,85979,518740,204817,176499,1017007,333684
250426,"Baronia de Rialb, la",21,89,36,14,72,44,35,161,80
170160,Bàscara,54,306,83,28,274,100,82,580,183
250447,Bassella,20,85,49,18,82,52,38,167,101
430228,Batea,105,649,285,97,604,291,202,1253,576
250450,Bausen,1,16,14,1,8,15,2,24,29
080207,Begues,513,1666,202,509,1628,257,1022,3294,459
170139,Begur,275,1305,260,284,1211,291,559,2516,551
250463,Belianes,38,165,86,33,159,109,71,324,195
251706,Bellaguarda,18,99,61,22,92,66,40,191,127
170182,Bellcaire d'Empordà,40,219,55,39,168,74,79,387,129
250479,Bellcaire d'Urgell,49,379,171,69,370,219,118,749,390
250485,Bell-lloc d'Urgell,118,713,221,137,667,266,255,1380,487
250498,Bellmunt d'Urgell,11,67,35,19,70,33,30,137,68
430234,Bellmunt del Priorat,12,92,49,11,81,66,23,173,115
080214,Bellprat,6,35,13,3,25,12,9,60,25
250501,Bellpuig,297,1464,366,268,1315,490,565,2779,856
430249,Bellvei,103,533,119,117,440,119,220,973,238
250518,Bellver de Cerdanya,89,625,173,82,509,195,171,1134,368
250523,Bellvís,122,688,281,122,593,368,244,1281,649
250539,Benavent de Segrià,75,376,77,81,318,76,156,694,153
430252,Benifallet,49,253,131,48,236,146,97,489,277
430265,Benissanet,66,363,135,51,317,145,117,680,280
080229,Berga,924,4946,1430,842,4805,2048,1766,9751,3478
170195,Besalú,113,683,225,118,650,284,231,1333,509
170209,Bescanó,267,1167,281,256,1117,331,523,2284,612
170216,Beuda,9,53,17,10,43,7,19,96,24
080235,Bigues i Riells del Fai,576,2301,286,441,2100,328,1017,4401,614
250557,Biosca,14,79,32,15,64,41,29,143,73
170221,"Bisbal d'Empordà, la",592,2832,690,595,2671,908,1187,5503,1598
430271,"Bisbal de Falset, la",16,75,40,15,72,32,31,147,72
430287,"Bisbal del Penedès, la",171,821,185,133,682,217,304,1503,402
172348,Biure,9,81,22,18,67,30,27,148,52
430290,Blancafort,27,129,60,24,95,72,51,224,132
170237,Blanes,2622,11887,2086,2407,11279,2645,5029,23166,4731
170293,Boadella i les Escaules,15,70,25,11,74,31,26,144,56
170242,Bolvir,12,105,22,12,98,28,24,203,50
430304,Bonastre,21,141,43,32,102,48,53,243,91
250576,"Bòrdes, Es",14,80,21,7,84,16,21,164,37
170255,Bordils,110,462,113,101,461,146,211,923,259
250582,"Borges Blanques, les",355,1801,503,310,1644,700,665,3445,1203
430311,"Borges del Camp, les",103,578,152,108,545,180,211,1123,332
170268,Borrassà,29,177,61,22,165,80,51,342,141
080240,Borredà,43,162,49,27,152,64,70,314,113
250595,Bossòst,74,341,83,63,317,88,137,658,171
430326,Bot,28,257,126,33,215,150,61,472,276
430332,Botarell,53,285,48,58,249,56,111,534,104
250560,Bovera,10,114,67,12,104,78,22,218,145
430347,Bràfim,17,195,63,30,183,92,47,378,155
170274,Breda,257,1240,283,244,1108,352,501,2348,635
080253,"Bruc, el",117,477,93,95,400,120,212,877,213
080266,"Brull, el",10,77,18,7,61,20,17,138,38
170280,Brunyola i Sant Martí Sapresa,15,112,58,14,99,66,29,211,124
430350,Cabacés,13,116,51,18,88,56,31,204,107
250609,Cabanabona,5,24,16,5,28,20,10,52,36
170314,Cabanelles,14,87,33,11,59,26,25,146,59
170307,Cabanes,47,280,87,42,256,84,89,536,171
080272,"Cabanyes, les",47,217,43,40,182,56,87,399,99
250616,Cabó,7,37,21,2,30,21,9,67,42
430363,Cabra del Camp,50,234,70,33,206,75,83,440,145
080288,Cabrera d'Anoia,45,259,56,38,204,47,83,463,103
080291,Cabrera de Mar,327,1395,222,320,1356,243,647,2751,465
080305,Cabrils,501,1882,212,514,1886,287,1015,3768,499
170329,Cadaqués,174,867,176,177,849,244,351,1716,420
080312,Calaf,200,1091,273,182,999,335,382,2090,608
430379,Calafell,984,5413,1008,996,5071,1165,1980,10484,2173
080348,Calders,59,271,79,75,241,63,134,512,142
080327,Caldes d'Estrac,147,736,160,142,690,262,289,1426,422
170335,Caldes de Malavella,319,1537,345,291,1423,450,610,2960,795
080333,Caldes de Montbui,899,4744,951,857,4539,1254,1756,9283,2205
080351,Calella,1066,5046,995,983,4930,1510,2049,9976,2505
080370,Calldetenes,179,763,127,160,686,168,339,1449,295
080386,Callús,85,440,145,81,430,185,166,870,330
080364,Calonge de Segarra,13,61,29,10,49,36,23,110,65
170340,Calonge i Sant Antoni,567,2744,573,586,2543,671,1153,5287,1244
250621,Camarasa,30,284,139,34,231,164,64,515,303
439039,Camarles,182,1004,307,194,933,355,376,1937,662
430385,Cambrils,1814,8098,1220,1762,7835,1486,3576,15933,2706
170353,Camós,32,232,67,37,196,75,69,428,142
170366,Campdevànol,192,1137,353,188,1062,480,380,2199,833
170372,Campelles,1,52,15,4,38,18,5,90,33
080399,Campins,22,117,19,31,96,20,53,213,39
170388,Campllong,28,105,33,25,99,27,53,204,60
170391,Camprodon,108,773,260,119,734,318,227,1507,578
250637,Canejan,4,33,18,6,32,16,10,65,34
170405,Canet d'Adri,32,199,43,28,167,58,60,366,101
080403,Canet de Mar,742,3920,809,651,3712,1231,1393,7632,2040
080410,Canovelles,1013,5052,778,957,4617,958,1970,9669,1736
080425,Cànoves i Samalús,164,813,125,148,673,143,312,1486,268
170412,Cantallops,12,79,37,11,77,47,23,156,84
080431,Canyelles,177,909,128,160,756,138,337,1665,266
430398,Capafonts,0,47,19,3,39,16,3,86,35
430402,Capçanes,18,124,51,19,139,62,37,263,113
080446,Capellades,350,1745,380,338,1706,530,688,3451,910
170427,Capmany,35,151,61,33,151,62,68,302,123
080459,Capolat,1,19,12,0,12,10,1,31,22
080462,Cardedeu,1200,4671,698,1071,4581,946,2271,9252,1644
080478,Cardona,296,1773,554,283,1681,812,579,3454,1366
080484,Carme,31,233,79,33,196,98,64,429,177
430419,Caseres,19,85,52,23,87,60,42,172,112
170448,Cassà de la Selva,622,2719,685,584,2520,886,1206,5239,1571
080497,Casserres,76,478,191,83,479,255,159,957,446
080575,Castell de l'Areny,2,26,9,4,15,5,6,41,14
259046,Castell de Mur,5,49,26,9,39,23,14,88,49
250642,Castellar de la Ribera,8,36,21,9,46,24,17,82,45
080522,Castellar de n'Hug,7,70,24,9,57,25,16,127,49
080500,Castellar del Riu,11,50,12,9,34,8,20,84,20
080517,Castellar del Vallès,1653,6669,1028,1508,6448,1338,3161,13117,2366
080538,Castellbell i el Vilar,209,1071,269,172,965,349,381,2036,618
080543,Castellbisbal,946,3444,418,855,3189,492,1801,6633,910
080556,Castellcir,44,163,29,28,124,31,72,287,60
250674,Castelldans,57,313,137,54,257,149,111,570,286
080569,Castelldefels,4050,18306,2112,3840,17896,2778,7890,36202,4890
080581,Castellet i la Gornal,93,535,135,100,487,158,193,1022,293
170464,Castellfollit de la Roca,57,345,110,52,286,151,109,631,261
080608,Castellfollit de Riubregós,18,72,22,10,69,33,28,141,55
080594,Castellfollit del Boix,27,116,43,37,109,53,64,225,96
080615,Castellgalí,75,357,92,59,300,110,134,657,202
080620,Castellnou de Bages,52,254,28,41,223,27,93,477,55
250680,Castellnou de Seana,48,245,89,31,208,102,79,453,191
170470,Castelló d'Empúries,582,2685,643,568,2424,628,1150,5109,1271
250693,Castelló de Farfanya,29,174,83,35,165,96,64,339,179
080636,Castellolí,33,150,36,38,129,48,71,279,84
170486,Castell-Platja d'Aro,538,2910,455,518,2768,502,1056,5678,957
250707,Castellserà,55,347,146,61,334,167,116,681,313
080641,Castellterçol,129,699,199,145,670,264,274,1369,463
430424,Castellvell del Camp,123,500,82,104,485,94,227,985,176
080654,Castellví de la Marca,88,508,148,96,447,179,184,955,327
080667,Castellví de Rosanes,102,441,67,94,413,78,196,854,145
430430,"Catllar, el",206,1017,171,204,930,163,410,1947,334
250714,Cava,0,24,10,4,14,6,4,38,16
171899,"Cellera de Ter, la",162,705,176,125,655,239,287,1360,415
170499,Celrà,255,963,198,251,941,252,506,1904,450
080673,Centelles,410,2036,470,383,1938,702,793,3974,1172
082687,Cercs,95,456,166,68,414,215,163,870,381
082665,Cerdanyola del Vallès,4212,20455,2551,3716,20076,3394,7928,40531,5945
080689,Cervelló,527,2479,313,494,2287,428,1021,4766,741
250729,Cervera,622,2855,649,622,2544,831,1244,5399,1480
250735,Cervià de les Garrigues,40,274,135,38,250,137,78,524,272
170502,Cervià de Ter,47,208,82,38,207,90,85,415,172
170519,Cistella,12,68,32,11,70,29,23,138,61
250740,Ciutadilla,10,62,33,7,56,34,17,118,67
250753,Clariana de Cardener,15,54,8,7,51,13,22,105,21
250766,"Cogul, el",9,71,46,11,60,39,20,131,85
170545,Colera,35,188,65,31,183,73,66,371,138
250772,Coll de Nargó,32,199,84,35,163,86,67,362,170
080692,Collbató,224,986,131,194,832,152,418,1818,283
430458,Colldejou,9,79,19,8,62,19,17,141,38
080706,Collsuspina,21,109,16,12,90,25,33,199,41
170558,Colomers,6,65,30,4,54,40,10,119,70
251636,"Coma i la Pedra, la",13,106,29,8,57,32,21,163,61
251615,Conca de Dalt,15,128,73,21,116,72,36,244,145
430461,Conesa,7,51,16,7,34,21,14,85,37
430477,Constantí,359,2021,353,389,1674,410,748,3695,763
080713,Copons,6,92,37,16,86,50,22,178,87
430483,Corbera d'Ebre,70,336,140,57,285,155,127,621,295
080728,Corbera de Llobregat,956,3780,465,859,3537,597,1815,7317,1062
250788,Corbins,81,376,116,59,332,146,140,708,262
170577,Corçà,57,429,101,66,381,124,123,810,225
080734,Cornellà de Llobregat,5506,29391,5593,5031,28591,7769,10537,57982,13362
170561,Cornellà del Terri,130,656,178,119,616,219,249,1272,397
430496,Cornudella de Montsant,38,292,111,44,243,145,82,535,256
430509,Creixell,162,763,187,148,721,216,310,1484,403
170583,Crespià,10,64,32,11,63,46,21,127,78
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",62,419,95,85,374,115,147,793,210
080749,Cubelles,601,2839,506,525,2668,594,1126,5507,1100
250791,Cubells,21,102,67,22,98,68,43,200,135
430516,Cunit,459,2569,497,445,2328,530,904,4897,1027
170600,Darnius,23,181,73,17,155,70,40,336,143
170617,Das,11,60,16,7,48,15,18,108,31
439018,Deltebre,724,3634,961,637,3452,1133,1361,7086,2094
080752,Dosrius,275,1243,152,258,1200,165,533,2443,317
430537,Duesaigües,7,77,38,3,50,27,10,127,65
170622,"Escala, l'",363,2315,542,350,2218,610,713,4533,1152
080765,Esparreguera,1624,6864,1010,1456,6416,1338,3080,13280,2348
170638,Espinelves,10,57,26,7,51,31,17,108,57
250812,"Espluga Calba, l'",19,154,58,15,116,67,34,270,125
430542,"Espluga de Francolí, l'",263,1187,372,231,1106,505,494,2293,877
080771,Esplugues de Llobregat,2883,16919,2816,2758,16874,3738,5641,33793,6554
170643,Espolla,16,123,53,27,105,58,43,228,111
170656,Esponellà,24,129,36,22,136,45,46,265,81
250827,Espot,17,123,31,16,98,35,33,221,66
080787,"Espunyola, l'",15,86,39,20,84,31,35,170,70
082541,"Esquirol, l'",145,727,198,152,658,259,297,1385,457
250886,Estamariu,2,47,19,5,37,17,7,84,36
080790,"Estany, l'",17,123,49,20,123,72,37,246,121
250851,Estaràs,10,70,24,14,44,31,24,114,55
250864,Esterri d'Àneu,32,221,76,41,220,87,73,441,163
250870,Esterri de Cardós,2,24,12,5,24,10,7,48,22
430555,Falset,182,894,246,171,762,326,353,1656,572
170059,"Far d'Empordà, el",28,137,41,25,123,43,53,260,84
250899,Farrera,2,41,14,5,25,8,7,66,22
430568,"Fatarella, la",49,381,174,57,341,200,106,722,374
430574,"Febró, la",2,33,6,2,15,5,4,48,11
081347,Figaró-Montmany,58,339,75,64,271,94,122,610,169
080804,Fígols,2,17,11,0,15,7,2,32,18
259084,Fígols i Alinyà,5,83,59,7,70,50,12,153,109
430580,"Figuera, la",6,40,19,10,28,21,16,68,40
170669,Figueres,2868,11762,2479,2710,11755,3600,5578,23517,6079
430593,Figuerola del Camp,19,96,29,23,96,38,42,192,67
170675,Flaçà,46,306,93,50,278,111,96,584,204
430607,Flix,244,1380,427,217,1285,523,461,2665,950
250925,"Floresta, la",13,56,34,11,43,35,24,99,69
080826,Fogars de la Selva,60,292,65,53,254,62,113,546,127
080811,Fogars de Montclús,32,134,32,17,115,35,49,249,67
170681,Foixà,23,93,36,23,95,49,46,188,85
080832,Folgueroles,142,602,119,136,577,148,278,1179,267
250931,Fondarella,50,241,60,42,237,64,92,478,124
080847,Fonollosa,73,385,84,73,347,99,146,732,183
170694,Fontanals de Cerdanya,20,150,34,32,145,47,52,295,81
170708,Fontanilles,5,64,18,3,44,13,8,108,31
170715,Fontcoberta,79,414,80,103,406,94,182,820,174
080850,Font-rubí,92,425,163,91,370,162,183,795,325
250946,Foradada,10,75,34,3,53,26,13,128,60
179026,Forallac,89,610,134,108,560,182,197,1170,316
430614,Forès,0,22,10,0,15,15,0,37,25
170736,Fornells de la Selva,132,558,86,149,567,124,281,1125,210
170741,Fortià,20,183,56,36,164,72,56,347,128
080863,"Franqueses del Vallès, les",1069,5099,676,1080,4758,899,2149,9857,1575
430629,Freginals,16,131,56,24,101,61,40,232,117
250962,"Fuliola, la",72,404,153,82,364,178,154,768,331
250978,Fulleda,8,36,15,5,30,19,13,66,34
080902,Gaià,13,53,13,10,50,11,23,103,24
430635,"Galera, la",40,230,103,31,214,132,71,444,235
080879,Gallifa,20,76,11,17,62,14,37,138,25
430640,Gandesa,170,934,270,161,803,359,331,1737,629
430653,Garcia,19,169,78,19,139,87,38,308,165
430666,"Garidells, els",7,58,17,12,44,20,19,102,37
080885,"Garriga, la",1043,4206,762,1001,4249,1072,2044,8455,1834
170754,Garrigàs,16,116,42,19,75,43,35,191,85
