Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
250019,Abella de la Conca,10,70,24,14,47,16,24,117,40
080018,Abrera,1077,4192,636,988,3906,670,2065,8098,1306
250024,Àger,28,199,86,20,158,93,48,357,179
250030,Agramunt,456,2003,409,418,1741,591,874,3744,1000
080023,Aguilar de Segarra,18,83,32,17,78,25,35,161,57
170010,Agullana,49,302,87,60,241,101,109,543,188
080142,Aiguafreda,183,818,206,197,803,298,380,1621,504
430017,Aiguamúrcia,54,344,84,62,288,82,116,632,166
170025,Aiguaviva,79,244,45,74,236,49,153,480,94
250387,Aitona,155,861,242,141,679,315,296,1540,557
250045,"Alamús, els",40,265,79,43,220,92,83,485,171
250058,Alàs i Cerc,19,139,50,22,108,48,41,247,98
250061,"Albagés, l'",28,159,63,20,121,71,48,280,134
170031,Albanyà,13,61,9,12,45,9,25,106,18
250077,Albatàrrec,167,771,102,154,649,136,321,1420,238
250083,Albesa,135,601,155,98,503,187,233,1104,342
250096,"Albi, l'",60,271,106,51,248,111,111,519,217
430022,Albinyana,176,795,192,191,736,224,367,1531,416
430038,"Albiol, l'",42,150,22,47,134,23,89,284,45
170046,Albons,56,256,57,56,227,58,112,483,115
430043,Alcanar,763,3766,900,677,3418,1021,1440,7184,1921
250100,Alcanó,9,77,27,11,70,41,20,147,68
250117,Alcarràs,631,3065,469,592,2667,605,1223,5732,1074
250122,Alcoletge,208,1087,172,214,946,189,422,2033,361
430056,Alcover,449,1810,359,427,1663,435,876,3473,794
439044,"Aldea, l'",309,1616,394,287,1308,462,596,2924,856
430069,Aldover,59,311,116,63,290,138,122,601,254
430075,"Aleixar, l'",83,305,65,81,278,99,164,583,164
080039,Alella,823,3274,605,731,3393,731,1554,6667,1336
430081,Alfara de Carles,15,144,50,21,109,59,36,253,109
250138,Alfarràs,244,1093,302,223,929,367,467,2022,669
250143,Alfés,16,121,41,17,101,41,33,222,82
430094,Alforja,152,666,166,113,608,192,265,1274,358
250156,Algerri,22,142,77,15,117,89,37,259,166
250169,Alguaire,234,1150,275,197,955,329,431,2105,604
250175,Alins,15,112,39,19,81,47,34,193,86
430108,Alió,13,144,38,31,121,39,44,265,77
250194,Almacelles,480,2430,541,435,2015,676,915,4445,1217
250208,Almatret,12,133,66,10,95,83,22,228,149
250215,Almenar,231,1332,351,224,1061,432,455,2393,783
430115,Almoster,126,493,73,140,474,78,266,967,151
250220,Alòs de Balaguer,6,47,32,4,28,27,10,75,59
170062,Alp,127,717,84,125,587,93,252,1304,177
080044,Alpens,28,111,25,17,92,30,45,203,55
250236,Alpicat,591,2142,319,592,2072,400,1183,4214,719
250241,Alt Àneu,25,185,45,20,135,36,45,320,81
430120,Altafulla,428,1653,274,392,1633,331,820,3286,605
170078,Amer,139,781,224,126,733,303,265,1514,527
430136,"Ametlla de Mar, l'",587,2569,712,554,2424,748,1141,4993,1460
080057,"Ametlla del Vallès, l'",883,2813,377,742,2805,492,1625,5618,869
439060,"Ampolla, l'",229,1242,368,191,1163,347,420,2405,715
430141,Amposta,1710,7622,1523,1672,7011,1827,3382,14633,3350
170084,Anglès,436,1920,445,478,1725,556,914,3645,1001
250273,Anglesola,93,432,157,94,413,166,187,845,323
250292,Arbeca,167,820,288,126,742,326,293,1562,614
430167,"Arboç, l'",530,1972,359,481,1709,418,1011,3681,777
430154,Arbolí,5,49,8,0,33,18,5,82,26
170097,Arbúcies,596,2463,456,531,2053,548,1127,4516,1004
080060,Arenys de Mar,1140,4961,1101,976,4860,1650,2116,9821,2751
080076,Arenys de Munt,771,2875,535,704,2777,673,1475,5652,1208
170101,Argelaguer,38,151,38,24,130,44,62,281,82
080082,Argençola,15,111,16,19,61,23,34,172,39
430173,"Argentera, l'",2,54,21,2,38,18,4,92,39
080095,Argentona,1081,3986,738,1019,3935,959,2100,7921,1697
170118,"Armentera, l'",55,282,83,64,263,118,119,545,201
430189,Arnes,28,148,90,20,128,91,48,276,181
250313,Arres,6,29,6,1,15,6,7,44,12
250328,Arsèguel,5,42,10,8,30,8,13,72,18
080109,Artés,433,1939,397,416,1777,553,849,3716,950
250334,Artesa de Lleida,141,521,138,121,435,169,262,956,307
250349,Artesa de Segre,282,1346,338,285,1172,416,567,2518,754
430192,Ascó,81,591,173,81,512,196,162,1103,369
250365,Aspa,16,67,44,9,69,37,25,136,81
250371,"Avellanes i Santa Linya, les",21,154,84,23,115,66,44,269,150
080116,Avià,172,743,192,169,704,243,341,1447,435
080121,Avinyó,190,787,196,179,699,285,369,1486,481
170123,Avinyonet de Puigventós,165,538,65,159,518,72,324,1056,137
080137,Avinyonet del Penedès,158,613,136,128,495,155,286,1108,291
080155,Badalona,17318,78168,13974,16159,73760,19507,33477,151928,33481
089045,Badia del Vallès,1124,4730,892,1044,4614,1299,2168,9344,2191
080168,Bagà,140,805,231,121,753,311,261,1558,542
250390,Baix Pallars,31,134,50,26,117,48,57,251,98
250404,Balaguer,1415,5937,1183,1335,5302,1594,2750,11239,2777
080174,Balenyà,311,1326,213,305,1227,320,616,2553,533
080180,Balsareny,220,1258,280,222,1103,402,442,2361,682
430206,Banyeres del Penedès,288,1055,191,272,951,195,560,2006,386
170157,Banyoles,1744,6408,1258,1611,5972,1787,3355,12380,3045
250411,Barbens,63,311,105,44,232,132,107,543,237
430213,Barberà de la Conca,40,201,53,37,141,65,77,342,118
082520,Barberà del Vallès,2676,11498,1597,2621,11205,2091,5297,22703,3688
080193,Barcelona,100063,539292,130689,95112,551819,202362,195175,1091111,333051
250426,"Baronia de Rialb, la",17,93,28,16,70,37,33,163,65
170160,Bàscara,85,319,101,55,285,118,140,604,219
250447,Bassella,19,83,35,13,81,28,32,164,63
430228,Batea,128,724,265,126,639,292,254,1363,557
250450,Bausen,3,16,16,1,14,11,4,30,27
080207,Begues,690,2210,261,646,2213,328,1336,4423,589
170139,Begur,296,1494,353,281,1398,387,577,2892,740
250463,Belianes,36,187,76,36,151,98,72,338,174
251706,Bellaguarda,25,99,54,12,87,57,37,186,111
170182,Bellcaire d'Empordà,61,211,61,52,220,68,113,431,129
250479,Bellcaire d'Urgell,81,425,165,83,393,194,164,818,359
250485,Bell-lloc d'Urgell,177,811,216,194,774,276,371,1585,492
250498,Bellmunt d'Urgell,12,61,25,15,67,31,27,128,56
430234,Bellmunt del Priorat,23,116,36,21,102,52,44,218,88
080214,Bellprat,5,33,16,4,28,11,9,61,27
250501,Bellpuig,376,1838,359,386,1475,508,762,3313,867
430249,Bellvei,223,734,144,190,671,148,413,1405,292
250518,Bellver de Cerdanya,153,844,184,137,727,215,290,1571,399
250523,Bellvís,166,859,264,136,761,320,302,1620,584
250539,Benavent de Segrià,156,532,96,155,494,89,311,1026,185
430252,Benifallet,34,244,110,31,224,145,65,468,255
430265,Benissanet,77,462,130,75,366,153,152,828,283
080229,Berga,1231,5881,1421,1167,5419,2042,2398,11300,3463
170195,Besalú,160,752,221,175,761,291,335,1513,512
170209,Bescanó,437,1522,310,429,1479,378,866,3001,688
170216,Beuda,7,61,15,13,53,12,20,114,27
080235,Bigues i Riells del Fai,863,3129,454,833,2868,517,1696,5997,971
250557,Biosca,11,81,30,4,53,37,15,134,67
170221,"Bisbal d'Empordà, la",923,3632,704,830,3351,957,1753,6983,1661
430271,"Bisbal de Falset, la",20,71,34,10,65,37,30,136,71
430287,"Bisbal del Penedès, la",267,1185,277,252,1082,280,519,2267,557
172348,Biure,10,90,24,16,74,28,26,164,52
430290,Blancafort,27,146,49,23,128,60,50,274,109
170237,Blanes,3233,14301,2650,3018,13489,3319,6251,27790,5969
170293,Boadella i les Escaules,17,89,20,15,86,28,32,175,48
170242,Bolvir,27,155,27,21,130,35,48,285,62
430304,Bonastre,46,242,49,50,204,49,96,446,98
250576,"Bòrdes, Es",16,93,22,10,85,19,26,178,41
170255,Bordils,146,603,111,143,556,156,289,1159,267
250582,"Borges Blanques, les",471,2102,514,387,1877,698,858,3979,1212
430311,"Borges del Camp, les",193,711,162,204,675,196,397,1386,358
170268,Borrassà,59,239,56,51,212,67,110,451,123
080240,Borredà,53,210,62,30,166,83,83,376,145
250595,Bossòst,81,450,77,87,397,92,168,847,169
430326,Bot,32,215,109,22,187,118,54,402,227
430332,Botarell,103,416,61,84,360,61,187,776,122
250560,Bovera,10,102,65,10,83,71,20,185,136
430347,Bràfim,45,236,56,39,219,85,84,455,141
170274,Breda,266,1312,336,276,1184,397,542,2496,733
080253,"Bruc, el",206,742,105,175,611,117,381,1353,222
080266,"Brull, el",31,90,17,21,75,21,52,165,38
170280,Brunyola i Sant Martí Sapresa,22,119,42,19,113,52,41,232,94
430350,Cabacés,16,120,44,25,99,43,41,219,87
250609,Cabanabona,6,26,17,5,26,30,11,52,47
170314,Cabanelles,12,103,21,9,68,24,21,171,45
170307,Cabanes,74,309,98,76,274,84,150,583,182
080272,"Cabanyes, les",86,315,52,105,293,51,191,608,103
250616,Cabó,1,33,17,5,26,13,6,59,30
430363,Cabra del Camp,120,398,98,83,351,96,203,749,194
080288,Cabrera d'Anoia,118,522,80,113,427,83,231,949,163
080291,Cabrera de Mar,422,1562,280,365,1566,309,787,3128,589
080305,Cabrils,771,2368,351,775,2471,372,1546,4839,723
170329,Cadaqués,242,1001,189,212,995,253,454,1996,442
080312,Calaf,276,1356,286,265,1078,350,541,2434,636
430379,Calafell,1964,8710,1684,1846,8393,1826,3810,17103,3510
080348,Calders,81,326,73,74,292,88,155,618,161
080327,Caldes d'Estrac,202,954,199,197,938,293,399,1892,492
170335,Caldes de Malavella,634,2358,439,608,2331,550,1242,4689,989
080333,Caldes de Montbui,1503,5958,1074,1360,5667,1457,2863,11625,2531
080351,Calella,1410,6557,1277,1387,6114,1880,2797,12671,3157
080370,Calldetenes,192,917,132,192,817,175,384,1734,307
080386,Callús,178,586,132,161,584,204,339,1170,336
080364,Calonge de Segarra,16,60,27,9,52,30,25,112,57
170340,Calonge i Sant Antoni,818,3812,803,819,3597,940,1637,7409,1743
250621,Camarasa,61,335,113,32,291,147,93,626,260
439039,Camarles,281,1239,334,243,1114,406,524,2353,740
430385,Cambrils,2855,11535,1784,2742,11285,2221,5597,22820,4005
170353,Camós,53,225,71,40,202,90,93,427,161
170366,Campdevànol,253,1101,377,207,1074,487,460,2175,864
170372,Campelles,5,45,15,10,37,15,15,82,30
080399,Campins,36,150,24,40,140,23,76,290,47
170388,Campllong,49,161,31,49,141,36,98,302,67
170391,Camprodon,138,851,237,162,773,318,300,1624,555
250637,Canejan,1,39,16,7,24,16,8,63,32
170405,Canet d'Adri,43,222,49,35,205,64,78,427,113
080403,Canet de Mar,1154,4713,993,1007,4586,1462,2161,9299,2455
439076,"Canonja, la",,,,,,,,,
080410,Canovelles,1470,6069,863,1362,5235,1077,2832,11304,1940
080425,Cànoves i Samalús,238,1019,187,248,912,205,486,1931,392
170412,Cantallops,21,107,35,15,99,42,36,206,77
080431,Canyelles,422,1493,220,411,1445,205,833,2938,425
430398,Capafonts,1,43,23,3,35,21,4,78,44
430402,Capçanes,21,148,48,23,131,60,44,279,108
080446,Capellades,435,1860,425,410,1796,572,845,3656,997
170427,Capmany,50,209,74,40,183,64,90,392,138
080459,Capolat,5,27,5,11,22,12,16,49,17
080462,Cardedeu,1600,5813,912,1498,5809,1265,3098,11622,2177
080478,Cardona,311,1727,513,314,1566,751,625,3293,1264
080484,Carme,67,298,69,44,259,91,111,557,160
430419,Caseres,14,83,47,15,86,49,29,169,96
170448,Cassà de la Selva,803,3511,667,765,2984,907,1568,6495,1574
080497,Casserres,85,524,180,68,499,227,153,1023,407
080575,Castell de l'Areny,5,33,4,5,22,6,10,55,10
259046,Castell de Mur,7,60,28,14,49,24,21,109,52
250642,Castellar de la Ribera,15,41,22,10,47,21,25,88,43
080522,Castellar de n'Hug,11,76,15,9,54,22,20,130,37
080500,Castellar del Riu,15,52,19,15,51,11,30,103,30
080517,Castellar del Vallès,2235,8029,1225,2051,7985,1604,4286,16014,2829
080538,Castellbell i el Vilar,297,1311,287,296,1179,361,593,2490,648
080543,Castellbisbal,1326,4347,605,1205,4072,668,2531,8419,1273
080556,Castellcir,62,242,47,69,186,58,131,428,105
250674,Castelldans,49,386,113,52,286,123,101,672,236
080569,Castelldefels,5521,22494,3072,5214,21936,4013,10735,44430,7085
080581,Castellet i la Gornal,184,792,172,177,734,181,361,1526,353
170464,Castellfollit de la Roca,79,345,106,63,317,138,142,662,244
080608,Castellfollit de Riubregós,9,70,25,5,58,30,14,128,55
080594,Castellfollit del Boix,35,126,41,29,130,49,64,256,90
080615,Castellgalí,200,693,134,169,615,147,369,1308,281
080620,Castellnou de Bages,95,400,58,113,353,50,208,753,108
250680,Castellnou de Seana,43,239,95,40,214,104,83,453,199
170470,Castelló d'Empúries,971,4395,934,969,3949,1002,1940,8344,1936
250693,Castelló de Farfanya,29,204,73,20,156,82,49,360,155
080636,Castellolí,38,178,36,57,160,50,95,338,86
170486,Castell-Platja d'Aro,754,3833,693,703,3655,807,1457,7488,1500
250707,Castellserà,56,366,151,59,313,169,115,679,320
080641,Castellterçol,181,794,207,181,753,271,362,1547,478
430424,Castellvell del Camp,299,964,124,284,944,142,583,1908,266
080654,Castellví de la Marca,137,553,127,136,510,172,273,1063,299
080667,Castellví de Rosanes,155,625,104,171,581,119,326,1206,223
430430,"Catllar, el",389,1508,212,339,1453,223,728,2961,435
250714,Cava,0,20,14,1,14,8,1,34,22
171899,"Cellera de Ter, la",168,735,173,158,662,245,326,1397,418
170499,Celrà,475,1627,199,486,1598,253,961,3225,452
080673,Centelles,574,2478,507,557,2391,752,1131,4869,1259
082687,Cercs,82,440,150,56,391,207,138,831,357
082665,Cerdanyola del Vallès,4648,20770,3449,4440,20757,4343,9088,41527,7792
080689,Cervelló,740,3115,467,694,2966,584,1434,6081,1051
250729,Cervera,880,3289,618,764,2999,811,1644,6288,1429
250735,Cervià de les Garrigues,44,265,114,38,225,130,82,490,244
170502,Cervià de Ter,94,284,72,73,289,83,167,573,155
170519,Cistella,13,83,29,16,76,34,29,159,63
250740,Ciutadilla,15,71,34,8,64,28,23,135,62
250753,Clariana de Cardener,11,59,8,12,51,9,23,110,17
250766,"Cogul, el",7,66,33,6,52,29,13,118,62
170545,Colera,25,199,74,23,176,79,48,375,153
250772,Coll de Nargó,34,211,67,27,200,80,61,411,147
080692,Collbató,522,1441,183,433,1339,196,955,2780,379
430458,Colldejou,8,73,18,8,57,17,16,130,35
080706,Collsuspina,32,121,32,23,115,24,55,236,56
170558,Colomers,14,60,24,9,62,32,23,122,56
251636,"Coma i la Pedra, la",14,125,26,12,71,23,26,196,49
251615,Conca de Dalt,16,132,56,14,121,68,30,253,124
430461,Conesa,1,52,11,5,34,17,6,86,28
430477,Constantí,595,2423,378,533,1965,462,1128,4388,840
080713,Copons,28,101,27,34,102,28,62,203,55
430483,Corbera d'Ebre,76,421,132,68,330,144,144,751,276
080728,Corbera de Llobregat,1388,4951,701,1259,4862,839,2647,9813,1540
250788,Corbins,118,506,115,93,409,139,211,915,254
170577,Corçà,89,433,118,83,443,130,172,876,248
080734,Cornellà de Llobregat,6705,30112,6538,6394,28710,8781,13099,58822,15319
170561,Cornellà del Terri,181,759,190,155,718,207,336,1477,397
430496,Cornudella de Montsant,61,370,111,53,293,140,114,663,251
430509,Creixell,267,1166,279,235,1046,326,502,2212,605
170583,Crespià,21,80,26,16,79,31,37,159,57
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",89,450,97,92,410,112,181,860,209
080749,Cubelles,1289,4960,851,1118,4807,970,2407,9767,1821
250791,Cubells,26,129,58,24,105,65,50,234,123
430516,Cunit,1028,4276,995,1062,4035,1068,2090,8311,2063
170600,Darnius,25,188,56,26,154,80,51,342,136
170617,Das,20,83,22,15,63,21,35,146,43
439018,Deltebre,886,4153,1115,797,3858,1289,1683,8011,2404
080752,Dosrius,494,1819,217,467,1740,273,961,3559,490
430537,Duesaigües,12,94,32,12,60,30,24,154,62
170622,"Escala, l'",741,3650,933,637,3442,984,1378,7092,1917
080765,Esparreguera,1992,8023,1254,1812,7391,1570,3804,15414,2824
170638,Espinelves,9,67,19,13,56,28,22,123,47
250812,"Espluga Calba, l'",20,146,56,26,108,71,46,254,127
430542,"Espluga de Francolí, l'",277,1323,344,273,1242,490,550,2565,834
080771,Esplugues de Llobregat,3293,15800,3676,3020,16228,4632,6313,32028,8308
170643,Espolla,19,135,47,24,120,63,43,255,110
170656,Esponellà,46,146,33,40,137,59,86,283,92
250827,Espot,22,146,23,27,111,31,49,257,54
080787,"Espunyola, l'",19,76,37,16,79,35,35,155,72
082541,"Esquirol, l'",179,751,217,171,686,258,350,1437,475
250886,Estamariu,6,39,22,5,28,18,11,67,40
080790,"Estany, l'",25,126,43,22,113,60,47,239,103
250851,Estaràs,7,66,23,8,49,24,15,115,47
250864,Esterri d'Àneu,59,392,68,53,290,84,112,682,152
250870,Esterri de Cardós,2,27,7,3,26,10,5,53,17
430555,Falset,237,992,253,216,908,329,453,1900,582
170059,"Far d'Empordà, el",51,171,47,59,163,54,110,334,101
250899,Farrera,10,55,13,8,41,6,18,96,19
430568,"Fatarella, la",53,360,155,55,315,192,108,675,347
430574,"Febró, la",0,21,7,0,12,2,0,33,9
081347,Figaró-Montmany,86,365,92,91,325,124,177,690,216
080804,Fígols,3,17,11,3,10,10,6,27,21
259084,Fígols i Alinyà,15,95,45,7,70,50,22,165,95
430580,"Figuera, la",5,53,17,2,41,17,7,94,34
170669,Figueres,3817,15641,2635,3623,14778,3761,7440,30419,6396
430593,Figuerola del Camp,24,115,28,39,105,35,63,220,63
170675,Flaçà,73,361,94,68,353,121,141,714,215
430607,Flix,218,1430,417,197,1300,499,415,2730,916
250925,"Floresta, la",13,64,23,9,42,28,22,106,51
080826,Fogars de la Selva,140,552,100,139,483,99,279,1035,199
080811,Fogars de Montclús,52,151,39,38,133,42,90,284,81
170681,Foixà,25,108,40,15,94,45,40,202,85
080832,Folgueroles,265,720,141,222,711,157,487,1431,298
250931,Fondarella,66,299,58,51,291,65,117,590,123
080847,Fonollosa,113,510,97,108,476,97,221,986,194
170694,Fontanals de Cerdanya,17,162,39,27,165,47,44,327,86
170708,Fontanilles,14,57,23,9,39,18,23,96,41
170715,Fontcoberta,87,449,76,111,467,90,198,916,166
080850,Font-rubí,118,500,153,115,414,166,233,914,319
250946,Foradada,10,69,30,5,51,23,15,120,53
179026,Forallac,116,625,122,109,603,174,225,1228,296
430614,Forès,0,14,10,0,9,10,0,23,20
170736,Fornells de la Selva,248,785,110,253,809,138,501,1594,248
170741,Fortià,47,208,73,49,194,71,96,402,144
080863,"Franqueses del Vallès, les",1698,6706,911,1529,6170,1100,3227,12876,2011
430629,Freginals,19,153,50,16,107,69,35,260,119
250962,"Fuliola, la",87,411,136,74,392,170,161,803,306
250978,Fulleda,1,35,17,6,28,15,7,63,32
080902,Gaià,17,68,10,15,51,16,32,119,26
430635,"Galera, la",55,323,86,54,273,106,109,596,192
080879,Gallifa,14,86,14,13,72,16,27,158,30
430640,Gandesa,223,1147,285,209,999,359,432,2146,644
430653,Garcia,28,191,75,33,172,95,61,363,170
430666,"Garidells, els",12,75,16,9,70,19,21,145,35
080885,"Garriga, la",1405,5030,884,1287,5190,1273,2692,10220,2157
