,Any,Literal,Codi,Densitat comercial
2292,2019,"Llosses, les",170963,92
2293,2019,Lluçà,081094,256
2294,2019,Maçanet de Cabrenys,171024,782
2295,2019,Maçanet de la Selva,171030,1193
2296,2019,Madremanya,170979,0
2297,2019,Maià de Montcal,170985,163
2298,2019,Maials,251333,512
2299,2019,Maldà,251305,505
2300,2019,Malgrat de Mar,081108,1368
2301,2019,Malla,081115,26524
2302,2019,Manlleu,081120,1200
2303,2019,Manresa,081136,2202
2304,2019,Marçà,430764,337
2305,2019,Margalef,430751,1175
2306,2019,Marganell,082423,0
2307,2019,Martorell,081141,1857
2308,2019,Martorelles,081154,1285
2309,2019,Mas de Barberans,430770,410
2310,2019,Masarac,171002,826
2311,2019,Masdenverge,430786,665
2312,2019,"Masies de Roda, les",081167,727
2313,2019,"Masies de Voltregà, les",081173,822
2314,2019,Masllorenç,430799,5790
2315,2019,"Masnou, el",081189,1072
2316,2019,"Masó, la",430803,0
2317,2019,Maspujols,430810,181
2318,2019,Masquefa,081192,1191
2319,2019,"Masroig, el",430825,421
2320,2019,Massalcoreig,251312,398
2321,2019,Massanes,171019,264
2322,2019,Massoteres,251327,0
2323,2019,Matadepera,081206,851
2324,2019,Mataró,081213,1689
2325,2019,Mediona,081228,457
2326,2019,Menàrguens,251348,166
2327,2019,Meranges,170998,0
2328,2019,Mieres,171058,41
2329,2019,"Milà, el",430831,0
2330,2019,Miralcamp,251351,221
2331,2019,Miravet,430846,424
2332,2019,Moià,081385,1221
2333,2019,"Molar, el",430859,636
2334,2019,Molins de Rei,081234,1706
2335,2019,Mollerussa,251370,2202
2336,2019,Mollet de Peralada,171061,0
2337,2019,Mollet del Vallès,081249,1436
2338,2019,Molló,171077,347
2339,2019,"Molsosa, la",251364,0
2340,2019,Monistrol de Calders,081287,396
2341,2019,Monistrol de Montserrat,081271,1011
2342,2019,Mont-ral,430918,0
2343,2019,Mont-ras,171100,3498
2344,2019,Mont-roig del Camp,430923,1299
2345,2019,Montagut i Oix,171096,316
2346,2019,Montblanc,430862,2189
2347,2019,Montbrió del Camp,430884,1412
2348,2019,Montcada i Reixac,081252,1094
2349,2019,Montclar,081304,0
2350,2019,Montellà i Martinet,251399,793
2351,2019,Montesquiu,081311,449
2352,2019,Montferrer i Castellbò,251403,5779
2353,2019,Montferri,430897,452
2354,2019,Montgai,251386,248
2355,2019,Montgat,081265,641
2356,2019,Montmajor,081326,116
2357,2019,Montmaneu,081332,220
2358,2019,"Montmell, el",430901,77
2359,2019,Montmeló,081350,1124
2360,2019,Montoliu de Lleida,251425,562
2361,2019,Montoliu de Segarra,251410,128
2362,2019,Montornès de Segarra,251431,0
2363,2019,Montornès del Vallès,081363,1102
2364,2019,Montseny,081379,278
2365,2019,Móra d'Ebre,430939,2617
2366,2019,Móra la Nova,430944,1973
2367,2019,"Morell, el",430957,1139
2368,2019,"Morera de Montsant, la",430960,599
2369,2019,Muntanyola,081290,243
2370,2019,Mura,081398,491
2371,2019,Nalec,251459,391
2372,2019,Naut Aran,250254,2148
2373,2019,Navarcles,081402,859
2374,2019,Navàs,081419,1379
2375,2019,Navata,171117,254
2376,2019,Navès,251462,0
2377,2019,"Nou de Berguedà, la",081424,0
2378,2019,"Nou de Gaià, la",430976,391
2379,2019,Nulles,430982,193
2380,2019,Odèn,251484,269
2381,2019,Òdena,081430,1692
2382,2019,Ogassa,171122,0
2383,2019,Olèrdola,081458,4496
2384,2019,Olesa de Bonesvalls,081461,361
2385,2019,Olesa de Montserrat,081477,1042
2386,2019,Oliana,251497,3676
2387,2019,Oliola,251500,0
2388,2019,Olius,251517,1908
2389,2019,Olivella,081483,349
2390,2019,Olost,081496,725
2391,2019,Olot,171143,1769
2392,2019,"Oluges, les",251522,0
2393,2019,Olvan,081445,3089
2394,2019,"Omellons, els",251538,237
2395,2019,"Omells de na Gaia, els",251543,0
2396,2019,Ordis,171156,105
2397,2019,Organyà,251556,1255
2398,2019,Orís,081509,0
2399,2019,Oristà,081516,444
2400,2019,Orpí,081521,0
2401,2019,Òrrius,081537,227
2402,2019,Os de Balaguer,251569,627
2403,2019,Osor,171169,103
2404,2019,Ossó de Sió,251575,0
2405,2019,Pacs del Penedès,081542,625
2406,2019,Palafolls,081555,912
2407,2019,Palafrugell,171175,2037
2408,2019,Palamós,171181,2161
2409,2019,"Palau d'Anglesola, el",251581,717
2410,2019,Palau de Santa Eulàlia,171194,0
2411,2019,Palau-sator,171215,997
2412,2019,Palau-saverdera,171208,440
2413,2019,Palau-solità i Plegamans,081568,1465
2414,2019,"Pallaresos, els",431009,637
2415,2019,Pallejà,081574,859
2416,2019,"Palma d'Ebre, la",430995,379
2417,2019,"Palma de Cervelló, la",089058,2284
2418,2019,Palol de Revardit,171236,2297
2419,2019,Pals,171241,2443
2420,2019,"Papiol, el",081580,1272
2421,2019,Pardines,171254,0
2422,2019,Parets del Vallès,081593,2081
2423,2019,Parlavà,171267,1904
2424,2019,Passanant i Belltall,431016,0
2425,2019,Pau,171289,659
2426,2019,Paüls,431021,405
2427,2019,Pedret i Marzà,171292,2455
2428,2019,Penelles,251641,980
2429,2019,"Pera, la",171306,1435
2430,2019,Perafita,081607,466
2431,2019,Perafort,431037,2210
2432,2019,Peralada,171328,346
2433,2019,Peramola,251654,378
2434,2019,"Perelló, el",431042,823
2435,2019,Piera,081614,918
2436,2019,"Piles, les",431055,0
2437,2019,Pineda de Mar,081635,1224
2438,2019,"Pinell de Brai, el",431068,1240
2439,2019,Pinell de Solsonès,251667,500
2440,2019,Pinós,251673,3467
2441,2019,Pira,431074,422
2442,2019,"Pla de Santa Maria, el",431080,510
2443,2019,"Pla del Penedès, el",081640,1213
2444,2019,"Planes d'Hostoles, les",171334,573
2445,2019,Planoles,171349,222
2446,2019,"Plans de Sió, els",259118,733
2447,2019,"Poal, el",251689,556
2448,2019,"Pobla de Cérvoles, la",251692,178
2449,2019,"Pobla de Claramunt, la",081653,1249
2450,2019,"Pobla de Lillet, la",081666,779
2451,2019,"Pobla de Mafumet, la",431093,496
2452,2019,"Pobla de Massaluca, la",431107,1104
2453,2019,"Pobla de Montornès, la",431114,338
2454,2019,"Pobla de Segur, la",251713,1400
2455,2019,Poboleda,431129,751
2456,2019,Polinyà,081672,892
2457,2019,"Pont d'Armentera, el",431135,945
2458,2019,"Pont de Bar, el",250306,172
2459,2019,Pont de Molins,171352,2032
2460,2019,"Pont de Suert, el",251734,2068
2461,2019,"Pont de Vilomara i Rocafort, el",081825,524
2462,2019,Pontils,431418,0
2463,2019,Pontons,081688,256
2464,2019,Pontós,171365,711
2465,2019,Ponts,251728,1821
2466,2019,Porqueres,171371,941
2467,2019,Porrera,431140,435
2468,2019,"Port de la Selva, el",171404,2581
2469,2019,Portbou,171387,1371
2470,2019,"Portella, la",251749,916
2471,2019,Pradell de la Teixeta,431153,428
2472,2019,Prades,431166,1015
2473,2019,Prat de Comte,431172,71
2474,2019,"Prat de Llobregat, el",081691,1698
2475,2019,Pratdip,431188,432
2476,2019,Prats de Lluçanès,081712,1674
2477,2019,"Prats de Rei, els",081705,1261
2478,2019,Prats i Sansor,251752,3233
2479,2019,Preixana,251765,317
2480,2019,Preixens,251771,134
2481,2019,Premià de Dalt,082303,385
2482,2019,Premià de Mar,081727,993
2483,2019,"Preses, les",171390,4432
2484,2019,Prullans,251790,1372
2485,2019,Puig-reig,081751,1275
2486,2019,Puigcerdà,171411,2387
2487,2019,Puigdàlber,081748,354
2488,2019,Puiggròs,251804,138
2489,2019,Puigpelat,431191,700
2490,2019,Puigverd d'Agramunt,251811,0
2491,2019,Puigverd de Lleida,251826,452
2492,2019,Pujalt,081764,186
2493,2019,"Quar, la",081770,0
2494,2019,Quart,171426,516
2495,2019,Queralbs,170433,94
2496,2019,Querol,431205,0
2497,2019,Rabós,171432,197
2498,2019,Rajadell,081786,1845
2499,2019,Rasquera,431212,1496
2500,2019,Regencós,171447,1476
2501,2019,Rellinars,081799,138
2502,2019,Renau,431227,0
2503,2019,Reus,431233,2095
2504,2019,Rialp,251832,1136
2505,2019,Riba-roja d'Ebre,431251,887
2506,2019,"Riba, la",431248,168
2507,2019,Ribera d'Ondara,259059,188
2508,2019,Ribera d'Urgellet,251850,428
2509,2019,Ribes de Freser,171450,853
2510,2019,Riells i Viabrea,171463,588
2511,2019,"Riera de Gaià, la",431264,497
2512,2019,Riner,251863,0
2513,2019,Ripoll,171479,1598
2514,2019,Ripollet,081803,1095
2515,2019,Riu de Cerdanya,259139,376
2516,2019,Riudarenes,171485,530
2517,2019,Riudaura,171498,209
2518,2019,Riudecanyes,431270,415
2519,2019,Riudecols,431286,716
2520,2019,Riudellots de la Selva,171501,2472
2521,2019,Riudoms,431299,2516
2522,2019,Riumors,171518,27
2523,2019,"Roca del Vallès, la",081810,2335
2524,2019,Rocafort de Queralt,431303,0
2525,2019,Roda de Berà,431310,1868
2526,2019,Roda de Ter,081831,811
2527,2019,Rodonyà,431325,5469
2528,2019,Roquetes,431331,1274
2529,2019,Roses,171523,1942
2530,2019,Rosselló,251898,857
2531,2019,"Rourell, el",431346,0
2532,2019,Rubí,081846,981
2533,2019,Rubió,081859,347
2534,2019,Rupià,171539,1202
2535,2019,Rupit i Pruit,089019,1097
2536,2019,Sabadell,081878,1637
2537,2019,Sagàs,081884,0
2538,2019,Salàs de Pallars,251902,81
2539,2019,Saldes,081901,2825
2540,2019,Sales de Llierca,171544,0
2541,2019,Sallent,081918,1642
2542,2019,Salomó,431359,280
2543,2019,Salou,439057,1308
2544,2019,Salt,171557,1557
2545,2019,Sanaüja,251919,445
2546,2019,Sant Adrià de Besòs,081944,1504
2547,2019,Sant Agustí de Lluçanès,081957,941
2548,2019,Sant Andreu de la Barca,081960,1022
2549,2019,Sant Andreu de Llavaneres,081976,983
2550,2019,Sant Andreu Salou,171576,832
2551,2019,Sant Aniol de Finestres,171833,264
2552,2019,Sant Antoni de Vilamajor,081982,859
2553,2019,Sant Bartomeu del Grau,081995,362
2554,2019,Sant Boi de Llobregat,082009,1690
2555,2019,Sant Boi de Lluçanès,082016,719
2556,2019,Sant Carles de la Ràpita,431362,1605
2557,2019,Sant Cebrià de Vallalta,082037,734
2558,2019,Sant Celoni,082021,1850
2559,2019,Sant Climent de Llobregat,082042,168
2560,2019,Sant Climent Sescebes,171582,350
2561,2019,Sant Cugat del Vallès,082055,1294
2562,2019,Sant Cugat Sesgarrigues,082068,5764
2563,2019,Sant Esteve de la Sarga,251961,0
2564,2019,Sant Esteve de Palautordera,082074,727
2565,2019,Sant Esteve Sesrovires,082080,639
2566,2019,Sant Feliu de Buixalleu,171595,1989
2567,2019,Sant Feliu de Codines,082107,649
2568,2019,Sant Feliu de Guíxols,171609,1420
2569,2019,Sant Feliu de Llobregat,082114,854
2570,2019,Sant Feliu de Pallerols,171616,436
2571,2019,Sant Feliu Sasserra,082129,468
2572,2019,Sant Ferriol,171621,527
2573,2019,Sant Fost de Campsentelles,082093,628
2574,2019,Sant Fruitós de Bages,082135,3668
2575,2019,Sant Gregori,171637,684
2576,2019,Sant Guim de Freixenet,251924,1329
2577,2019,Sant Guim de la Plana,251977,0
2578,2019,Sant Hilari Sacalm,171642,1277
2579,2019,Sant Hipòlit de Voltregà,082153,683
2580,2019,Sant Iscle de Vallalta,081939,1512
2581,2019,Sant Jaume d'Enveja,439023,766
2582,2019,Sant Jaume de Frontanyà,082166,333
2583,2019,Sant Jaume de Llierca,171655,1254
2584,2019,Sant Jaume dels Domenys,431378,2121
2585,2019,Sant Joan de les Abadesses,171674,864
2586,2019,Sant Joan de Mollet,171680,426
2587,2019,Sant Joan de Vilatorrada,082188,1146
2588,2019,Sant Joan Despí,082172,894
2589,2019,Sant Joan les Fonts,171851,1000
2590,2019,Sant Jordi Desvalls,171668,909
2591,2019,Sant Julià de Cerdanyola,089030,184
2592,2019,Sant Julià de Ramis,171693,1435
2593,2019,Sant Julià de Vilatorta,082205,248
2594,2019,Sant Julià del Llor i Bonmatí,179032,185
2595,2019,Sant Just Desvern,082212,889
2596,2019,Sant Llorenç d'Hortons,082227,1132
2597,2019,Sant Llorenç de la Muga,171714,515
2598,2019,Sant Llorenç de Morunys,251930,1407
2599,2019,Sant Llorenç Savall,082233,690
2600,2019,Sant Martí d'Albars,082251,0
2601,2019,Sant Martí de Centelles,082248,324
2602,2019,Sant Martí de Llémena,171729,36
2603,2019,Sant Martí de Riucorb,259025,166
2604,2019,Sant Martí de Tous,082264,1037
2605,2019,Sant Martí Sarroca,082270,1501
2606,2019,Sant Martí Sesgueioles,082286,478
2607,2019,Sant Martí Vell,171735,0
2608,2019,Sant Mateu de Bages,082299,638
2609,2019,Sant Miquel de Campmajor,171740,0
2610,2019,Sant Miquel de Fluvià,171753,245
2611,2019,Sant Mori,171766,379
2612,2019,Sant Pau de Segúries,171772,680
2613,2019,Sant Pere de Ribes,082310,1288
2614,2019,Sant Pere de Riudebitlles,082325,1293
2615,2019,Sant Pere de Torelló,082331,512
2616,2019,Sant Pere de Vilamajor,082346,263
2617,2019,Sant Pere Pescador,171788,3069
2618,2019,Sant Pere Sallavinera,081897,99
2619,2019,Sant Pol de Mar,082359,1042
2620,2019,Sant Quintí de Mediona,082362,620
2621,2019,Sant Quirze de Besora,082378,1941
2622,2019,Sant Quirze del Vallès,082384,1931
2623,2019,Sant Quirze Safaja,082397,89
2624,2019,Sant Ramon,251945,2179
2625,2019,Sant Sadurní d'Anoia,082401,1284
2626,2019,Sant Sadurní d'Osormort,082418,0
2627,2019,Sant Salvador de Guardiola,080983,265
2628,2019,Sant Vicenç de Castellet,082628,671
2629,2019,Sant Vicenç de Montalt,082649,686
2630,2019,Sant Vicenç de Torelló,082652,210
2631,2019,Sant Vicenç dels Horts,082634,1155
2632,2019,Santa Bàrbara,431384,1568
2633,2019,Santa Cecília de Voltregà,082439,0
2634,2019,Santa Coloma de Cervelló,082444,535
2635,2019,Santa Coloma de Farners,171805,1207
2636,2019,Santa Coloma de Gramenet,082457,900
2637,2019,Santa Coloma de Queralt,431397,1162
2638,2019,Santa Cristina d'Aro,171812,1212
2639,2019,Santa Eugènia de Berga,082460,411
2640,2019,Santa Eulàlia de Riuprimer,082476,352
2641,2019,Santa Eulàlia de Ronçana,082482,710
2642,2019,Santa Fe del Penedès,082495,0
2643,2019,Santa Llogaia d'Àlguema,171827,13441
2644,2019,Santa Margarida de Montbui,082508,720
2645,2019,Santa Margarida i els Monjos,082515,715
2646,2019,Santa Maria d'Oló,082589,996
2647,2019,Santa Maria de Besora,082536,87
2648,2019,Santa Maria de Martorelles,082567,113
2649,2019,Santa Maria de Merlès,082554,0
2650,2019,Santa Maria de Miralles,082573,2087
2651,2019,Santa Maria de Palautordera,082592,1014
2652,2019,Santa Oliva,431401,1774
2653,2019,Santa Pau,171848,502
2654,2019,Santa Perpètua de Mogoda,082606,1086
2655,2019,Santa Susanna,082613,4251
2656,2019,Santpedor,081923,739
2657,2019,Sarral,431423,523
2658,2019,Sarrià de Ter,171864,3372
2659,2019,Sarroca de Bellera,252017,802
2660,2019,Sarroca de Lleida,252000,380
2661,2019,"Saus, Camallera i Llampaies",171870,1281
2662,2019,Savallà del Comtat,431439,0
2663,2019,"Secuita, la",431444,350
2664,2019,"Selva de Mar, la",171886,0
2665,2019,"Selva del Camp, la",431457,1756
2666,2019,Senan,431460,0
2667,2019,"Sénia, la",430445,3188
2668,2019,Senterada,252022,321
2669,2019,"Sentiu de Sió, la",250352,594
2670,2019,Sentmenat,082671,1282
2671,2019,Serinyà,171903,733
2672,2019,Seròs,252043,757
2673,2019,Serra de Daró,171910,6172
2674,2019,Setcases,171925,1254
2675,2019,"Seu d'Urgell, la",252038,1648
2676,2019,Seva,082690,321
2677,2019,Sidamon,252056,2040
2678,2019,Sils,171931,1014
2679,2019,Sitges,082704,1620
2680,2019,Siurana,170524,0
2681,2019,Sobremunt,082711,0
2682,2019,"Soleràs, el",252069,202
2683,2019,Solivella,431476,703
2684,2019,Solsona,252075,2200
2685,2019,Sora,082726,2665
2686,2019,Soriguera,252081,137
2687,2019,Sort,252094,3107
2688,2019,Soses,252108,1490
2689,2019,Subirats,082732,703
2690,2019,Sudanell,252115,545
2691,2019,Sunyer,252120,4128
2692,2019,Súria,082747,1110
2693,2019,Susqueda,171946,0
2694,2019,Tagamanent,082763,641
2695,2019,Talamanca,082779,272
2696,2019,Talarn,252154,2858
2697,2019,Talavera,252167,473
2698,2019,"Tallada d'Empordà, la",171959,1041
2699,2019,Taradell,082785,740
2700,2019,Tarragona,431482,1972
2701,2019,Tàrrega,252173,2420
2702,2019,Tarrés,252189,66
2703,2019,Tarroja de Segarra,252192,75
2704,2019,Tavèrnoles,082750,0
2705,2019,Tavertet,082802,0
2706,2019,Teià,082819,722
2707,2019,Térmens,252206,1545
2708,2019,Terrades,171962,21
2709,2019,Terrassa,082798,1632
2710,2019,Tiana,082824,519
2711,2019,Tírvia,252213,130
2712,2019,Tiurana,252228,0
2713,2019,Tivenys,431495,412
2714,2019,Tivissa,431508,624
2715,2019,Tona,082830,1285
2716,2019,Torà,252234,1094
2717,2019,Tordera,082845,1144
2718,2019,Torelló,082858,1468
2719,2019,"Torms, els",252249,521
2720,2019,Tornabous,252252,428
2721,2019,"Torre de Cabdella, la",252271,155
2722,2019,"Torre de Claramunt, la",082861,673
2723,2019,"Torre de Fontaubella, la",431515,0
2724,2019,"Torre de l'Espanyol, la",431520,275
2725,2019,Torre-serona,252332,290
2726,2019,Torrebesses,252265,266
2727,2019,Torredembarra,431536,1695
2728,2019,Torrefarrera,252287,2881
2729,2019,Torrefeta i Florejacs,259078,166
2730,2019,Torregrossa,252304,442
2731,2019,Torrelameu,252311,1328
2732,2019,Torrelavit,082877,395
2733,2019,Torrelles de Foix,082883,516
2734,2019,Torrelles de Llobregat,082896,447
2735,2019,Torrent,171978,663
2736,2019,Torres de Segre,252326,3043
2737,2019,Torroella de Fluvià,171984,1161
2738,2019,Torroella de Montgrí,171997,2017
2739,2019,Torroja del Priorat,431541,0
2740,2019,Tortellà,172001,879
2741,2019,Tortosa,431554,2283
2742,2019,Toses,172018,0
2743,2019,Tossa de Mar,172023,2371
2744,2019,Tremp,252347,2049
2745,2019,Ullà,172044,1009
2746,2019,Ullastrell,082900,355
2747,2019,Ullastret,172057,231
2748,2019,Ulldecona,431567,1475
2749,2019,Ulldemolins,431573,641
2750,2019,Ultramort,172039,0
2751,2019,Urús,172060,0
2752,2019,Vacarisses,082917,851
2753,2019,"Vajol, la",170144,427
2754,2019,"Vall d'en Bas, la",172076,384
2755,2019,"Vall de Bianya, la",172082,340
2756,2019,"Vall de Boí, la",250432,1428
2757,2019,Vall de Cardós,259010,129
2758,2019,Vall-llobrega,172095,2328
2759,2019,Vallbona d'Anoia,082922,299
2760,2019,Vallbona de les Monges,252385,412
2761,2019,Vallcebre,082938,656
2762,2019,Vallclara,431589,704
2763,2019,Vallfogona de Balaguer,252402,3633
2764,2019,Vallfogona de Ripollès,171707,417
2765,2019,Vallfogona de Riucorb,431592,3121
2766,2019,Vallgorguina,082943,304
2767,2019,Vallirana,082956,870
2768,2019,Vallmoll,431606,2237
2769,2019,Vallromanes,082969,362
2770,2019,Valls,431613,1872
2771,2019,"Valls d'Aguilar, les",259062,0
2772,2019,"Valls de Valira, les",252398,16
2773,2019,Vandellòs i l'Hospitalet de l'Infant,431628,2128
2774,2019,"Vansa i Fórnols, la",259097,6
2775,2019,Veciana,082975,0
2776,2019,"Vendrell, el",431634,2000
2777,2019,Ventalló,172109,584
2778,2019,Verdú,252424,707
2779,2019,Verges,172116,1062
2780,2019,Vespella de Gaià,431649,0
2781,2019,Vic,082981,2634
2782,2019,Vidrà,172121,395
2783,2019,Vidreres,172137,1024
2784,2019,Vielha e Mijaran,252430,3299
2785,2019,Vila-rodona,431704,1415
2786,2019,Vila-sacra,172305,8257
2787,2019,Vila-sana,252521,3910
2788,2019,Vila-seca,431711,1356
2789,2019,Vilabella,431652,993
2790,2019,Vilabertran,172142,236
2791,2019,Vilablareix,172155,1656
2792,2019,Vilada,082994,671
2793,2019,Viladamat,172174,1645
2794,2019,Viladasens,172168,0
2795,2019,Viladecans,083015,1194
2796,2019,Viladecavalls,083008,686
2797,2019,Vilademuls,172180,535
2798,2019,Viladrau,172207,809
2799,2019,Vilafant,172214,326
2800,2019,Vilafranca del Penedès,083054,2431
2801,2019,Vilagrassa,252445,5013
2802,2019,Vilajuïga,172235,657
2803,2019,Vilalba dels Arcs,431750,314
2804,2019,Vilalba Sasserra,083067,561
2805,2019,Vilaller,252458,1034
2806,2019,Vilallonga de Ter,172240,618
2807,2019,Vilallonga del Camp,431665,486
2808,2019,Vilamacolum,172253,454
2809,2019,Vilamalla,172266,9587
2810,2019,Vilamaniscle,172272,65
2811,2019,Vilamòs,252477,4652
2812,2019,Vilanant,172288,827
2813,2019,Vilanova d'Escornalbou,431671,409
2814,2019,Vilanova de Bellpuig,252483,185
2815,2019,Vilanova de l'Aguda,252496,0
2816,2019,Vilanova de la Barca,252542,1072
2817,2019,Vilanova de Meià,252509,617
2818,2019,Vilanova de Prades,431687,63
2819,2019,Vilanova de Sau,083036,90
2820,2019,Vilanova de Segrià,252516,617
2821,2019,Vilanova del Camí,083020,883
2822,2019,Vilanova del Vallès,089024,1121
2823,2019,Vilanova i la Geltrú,083073,1451
2824,2019,Vilaplana,431690,563
2825,2019,Vilassar de Dalt,082140,782
2826,2019,Vilassar de Mar,082191,1168
2827,2019,Vilaür,172229,83
2828,2019,Vilaverd,431726,951
2829,2019,"Vilella Alta, la",431732,148
2830,2019,"Vilella Baixa, la",431747,198
2831,2019,Vilobí d'Onyar,172333,885
2832,2019,Vilobí del Penedès,083041,229
2833,2019,Vilopriu,172327,0
2834,2019,"Vilosell, el",252537,118
2835,2019,Vimbodí i Poblet,431763,766
2836,2019,Vinaixa,252555,555
2837,2019,Vinebre,431779,460
2838,2019,Vinyols i els Arcs,431785,2054
2839,2019,Viver i Serrateix,083089,0
2840,2019,Xerta,430521,532
