,Codi,Literal,Habitatges familiars secundaris,Habitatges familiars vacants,Habitatges familiars altres,Any,Habitatges familiars principals
468,171100,Mont-ras,57,0,,2011,634
469,430923,Mont-roig del Camp,5103,3713,,2011,5241
470,081379,Montseny,90,62,,2011,109
471,430939,Móra d'Ebre,253,907,,2011,2051
472,430944,Móra la Nova,0,165,,2011,1276
473,430957,"Morell, el",0,0,,2011,1377
474,430960,"Morera de Montsant, la",32,60,,2011,70
475,081290,Muntanyola,95,0,,2011,203
476,081398,Mura,130,0,,2011,99
477,251459,Nalec,74,0,,2011,39
478,250254,Naut Aran,2590,401,,2011,743
479,081402,Navarcles,0,532,,2011,2362
480,081419,Navàs,0,774,,2011,2371
481,171117,Navata,215,41,,2011,497
482,251462,Navès,75,44,,2011,95
483,081424,"Nou de Berguedà, la",48,12,,2011,46
484,430976,"Nou de Gaià, la",0,0,,2011,226
485,430982,Nulles,89,56,,2011,177
486,251484,Odèn,32,11,,2011,78
487,081430,Òdena,82,256,,2011,1292
488,171122,Ogassa,143,55,,2011,92
489,081458,Olèrdola,280,121,,2011,1300
490,081461,Olesa de Bonesvalls,229,0,,2011,646
491,081477,Olesa de Montserrat,283,936,,2011,9093
492,251497,Oliana,0,446,,2011,712
493,251500,Oliola,35,0,,2011,89
494,251517,Olius,120,0,,2011,324
495,081483,Olivella,426,0,,2011,1445
496,081496,Olost,79,81,,2011,445
497,171143,Olot,829,3118,,2011,12810
498,251522,"Oluges, les",51,9,,2011,79
499,081445,Olvan,60,55,,2011,390
500,251538,"Omellons, els",0,31,,2011,104
501,251543,"Omells de na Gaia, els",121,0,,2011,60
502,171156,Ordis,0,0,,2011,147
503,251556,Organyà,216,155,,2011,378
504,081509,Orís,0,0,,2011,111
505,081516,Oristà,0,0,,2011,195
506,081521,Orpí,27,17,,2011,62
507,081537,Òrrius,78,0,,2011,253
508,251569,Os de Balaguer,206,116,,2011,353
509,171169,Osor,90,44,,2011,199
510,251575,Ossó de Sió,74,48,,2011,88
511,081542,Pacs del Penedès,0,0,,2011,276
512,081555,Palafolls,315,485,,2011,3438
513,171175,Palafrugell,7179,1527,,2011,8349
514,171181,Palamós,3841,795,,2011,7358
515,251581,"Palau d'Anglesola, el",0,60,,2011,801
516,171194,Palau de Santa Eulàlia,24,0,,2011,44
517,171215,Palau-sator,106,22,,2011,98
518,171208,Palau-saverdera,194,0,,2011,576
519,081568,Palau-solità i Plegamans,0,521,,2011,4897
520,431009,"Pallaresos, els",0,0,,2011,1516
521,081574,Pallejà,332,315,,2011,4147
522,430995,"Palma d'Ebre, la",88,45,,2011,174
523,089058,"Palma de Cervelló, la",0,0,,2011,1087
524,171236,Palol de Revardit,0,0,,2011,169
525,171241,Pals,2632,383,,2011,1043
526,081580,"Papiol, el",0,203,,2011,1470
527,171254,Pardines,131,13,,2011,59
528,081593,Parets del Vallès,0,417,,2011,6888
529,171267,Parlavà,66,0,,2011,160
530,431016,Passanant i Belltall,117,43,,2011,93
531,171289,Pau,60,0,,2011,207
532,431021,Paüls,0,0,,2011,214
533,171292,Pedret i Marzà,0,0,,2011,64
534,251641,Penelles,19,0,,2011,192
535,171306,"Pera, la",68,0,,2011,167
536,081607,Perafita,76,0,,2011,159
537,431037,Perafort,0,28,,2011,473
538,171328,Peralada,0,19,,2011,685
539,251654,Peramola,0,0,,2011,159
540,431042,"Perelló, el",0,376,,2011,1271
541,081614,Piera,3187,1569,,2011,5368
542,431055,"Piles, les",85,0,,2011,90
543,081635,Pineda de Mar,4541,1424,,2011,10390
544,431068,"Pinell de Brai, el",94,98,,2011,400
545,251667,Pinell de Solsonès,0,0,,2011,80
546,251673,Pinós,27,15,,2011,91
547,431074,Pira,99,0,,2011,182
548,431080,"Pla de Santa Maria, el",260,168,,2011,928
549,081640,"Pla del Penedès, el",77,204,,2011,472
550,171334,"Planes d'Hostoles, les",103,149,,2011,679
551,171349,Planoles,441,43,,2011,125
552,259118,"Plans de Sió, els",67,26,,2011,237
553,251689,"Poal, el",0,0,,2011,239
554,251692,"Pobla de Cérvoles, la",164,0,,2011,104
555,081653,"Pobla de Claramunt, la",0,278,,2011,816
556,081666,"Pobla de Lillet, la",305,266,,2011,529
557,431093,"Pobla de Mafumet, la",0,195,,2011,1050
558,431107,"Pobla de Massaluca, la",64,43,,2011,153
559,431114,"Pobla de Montornès, la",290,162,,2011,1184
560,251713,"Pobla de Segur, la",522,278,,2011,1387
561,431129,Poboleda,237,0,,2011,158
562,081672,Polinyà,0,0,,2011,3002
563,431135,"Pont d'Armentera, el",99,77,,2011,254
564,250306,"Pont de Bar, el",107,30,,2011,77
565,171352,Pont de Molins,0,0,,2011,220
566,251734,"Pont de Suert, el",375,292,,2011,1056
567,081825,"Pont de Vilomara i Rocafort, el",269,249,,2011,1381
568,431418,Pontils,114,14,,2011,58
569,081688,Pontons,150,186,,2011,206
570,171365,Pontós,31,0,,2011,100
571,251728,Ponts,0,642,,2011,1055
572,171371,Porqueres,0,0,,2011,1561
573,431140,Porrera,53,75,,2011,190
574,171404,"Port de la Selva, el",1441,190,,2011,461
575,171387,Portbou,320,205,,2011,594
576,251749,"Portella, la",18,0,,2011,279
577,431153,Pradell de la Teixeta,44,26,,2011,85
578,431166,Prades,446,76,,2011,287
579,431172,Prat de Comte,76,35,,2011,71
580,081691,"Prat de Llobregat, el",531,2297,,2011,24253
581,431188,Pratdip,265,97,,2011,333
582,081712,Prats de Lluçanès,173,227,,2011,972
583,081705,"Prats de Rei, els",76,76,,2011,194
584,251752,Prats i Sansor,409,0,,2011,88
585,251765,Preixana,0,81,,2011,144
586,251771,Preixens,38,61,,2011,190
587,082303,Premià de Dalt,0,203,,2011,3755
588,081727,Premià de Mar,1132,1065,,2011,10891
589,171390,"Preses, les",0,0,,2011,671
590,251790,Prullans,146,31,,2011,96
591,171411,Puigcerdà,1803,859,,2011,3296
592,081748,Puigdàlber,0,0,,2011,199
593,251804,Puiggròs,12,12,,2011,123
594,431191,Puigpelat,110,78,,2011,381
595,081751,Puig-reig,0,639,,2011,1678
596,251811,Puigverd d'Agramunt,0,27,,2011,103
597,251826,Puigverd de Lleida,146,109,,2011,500
598,081764,Pujalt,52,0,,2011,70
599,081770,"Quar, la",7,0,,2011,19
600,171426,Quart,0,78,,2011,1197
601,170433,Queralbs,243,19,,2011,94
602,431205,Querol,435,89,,2011,238
603,171432,Rabós,0,0,,2011,81
604,081786,Rajadell,18,22,,2011,219
605,431212,Rasquera,154,85,,2011,344
606,171447,Regencós,45,0,,2011,113
607,081799,Rellinars,252,0,,2011,292
608,431227,Renau,17,0,,2011,54
609,431233,Reus,2793,6488,,2011,40586
610,251832,Rialp,165,81,,2011,312
611,431248,"Riba, la",0,154,,2011,295
612,431251,Riba-roja d'Ebre,108,256,,2011,499
613,259059,Ribera d'Ondara,74,35,,2011,170
614,251850,Ribera d'Urgellet,169,80,,2011,408
615,171450,Ribes de Freser,572,241,,2011,795
616,171463,Riells i Viabrea,672,176,,2011,1458
617,431264,"Riera de Gaià, la",0,146,,2011,700
618,251863,Riner,32,13,,2011,98
619,171479,Ripoll,221,1223,,2011,4479
620,081803,Ripollet,0,930,,2011,14033
621,259139,Riu de Cerdanya,93,0,,2011,57
622,171485,Riudarenes,341,103,,2011,767
623,171498,Riudaura,0,85,,2011,169
624,431270,Riudecanyes,92,116,,2011,467
625,431286,Riudecols,62,94,,2011,512
626,171501,Riudellots de la Selva,0,0,,2011,696
627,431299,Riudoms,193,313,,2011,2383
628,171518,Riumors,24,40,,2011,100
629,081810,"Roca del Vallès, la",0,442,,2011,3622
630,431303,Rocafort de Queralt,90,48,,2011,109
631,431310,Roda de Berà,5100,909,,2011,2482
632,081831,Roda de Ter,0,238,,2011,2266
633,431325,Rodonyà,183,0,,2011,190
634,431331,Roquetes,226,336,,2011,3050
635,171523,Roses,15363,2500,,2011,7849
636,251898,Rosselló,0,203,,2011,1211
637,431346,"Rourell, el",28,39,,2011,145
638,081846,Rubí,1751,3174,,2011,28114
639,081859,Rubió,31,0,,2011,70
640,171539,Rupià,64,21,,2011,92
641,089019,Rupit i Pruit,111,0,,2011,133
642,081878,Sabadell,1423,10184,,2011,81596
643,081884,Sagàs,28,10,,2011,46
644,251902,Salàs de Pallars,258,0,,2011,166
645,081901,Saldes,198,36,,2011,115
646,171544,Sales de Llierca,15,0,,2011,46
647,081918,Sallent,280,843,,2011,2718
648,431359,Salomó,50,58,,2011,200
649,439057,Salou,17454,3019,,2011,10793
650,171557,Salt,134,827,,2011,10276
651,251919,Sanaüja,65,64,,2011,178
652,081944,Sant Adrià de Besòs,0,1562,,2011,13034
653,081957,Sant Agustí de Lluçanès,39,0,,2011,32
654,081960,Sant Andreu de la Barca,0,238,,2011,9977
655,081976,Sant Andreu de Llavaneres,1148,863,,2011,3785
656,171576,Sant Andreu Salou,0,0,,2011,49
657,171833,Sant Aniol de Finestres,50,40,,2011,125
658,081982,Sant Antoni de Vilamajor,0,475,,2011,2084
659,081995,Sant Bartomeu del Grau,0,0,,2011,329
660,082009,Sant Boi de Llobregat,631,3295,,2011,30582
661,082016,Sant Boi de Lluçanès,72,61,,2011,191
662,431362,Sant Carles de la Ràpita,2664,1634,,2011,5857
663,082037,Sant Cebrià de Vallalta,382,350,,2011,1296
664,082021,Sant Celoni,0,652,,2011,6474
665,082042,Sant Climent de Llobregat,0,233,,2011,1364
666,171582,Sant Climent Sescebes,0,0,,2011,202
667,082055,Sant Cugat del Vallès,1431,2264,,2011,29641
668,082068,Sant Cugat Sesgarrigues,0,0,,2011,351
669,251961,Sant Esteve de la Sarga,128,0,,2011,56
670,082074,Sant Esteve de Palautordera,162,291,,2011,939
671,082080,Sant Esteve Sesrovires,864,0,,2011,2232
672,171595,Sant Feliu de Buixalleu,221,70,,2011,273
673,082107,Sant Feliu de Codines,0,521,,2011,2533
674,171609,Sant Feliu de Guíxols,5320,1667,,2011,8383
675,082114,Sant Feliu de Llobregat,0,1780,,2011,16329
676,171616,Sant Feliu de Pallerols,205,142,,2011,515
677,082129,Sant Feliu Sasserra,62,64,,2011,255
678,171621,Sant Ferriol,13,0,,2011,82
679,082093,Sant Fost de Campsentelles,181,195,,2011,2926
680,082135,Sant Fruitós de Bages,0,824,,2011,3088
681,171637,Sant Gregori,75,167,,2011,1100
682,251924,Sant Guim de Freixenet,133,144,,2011,485
683,251977,Sant Guim de la Plana,27,19,,2011,70
684,171642,Sant Hilari Sacalm,352,436,,2011,2303
685,082153,Sant Hipòlit de Voltregà,0,195,,2011,1362
686,081939,Sant Iscle de Vallalta,0,119,,2011,476
687,439023,Sant Jaume d'Enveja,412,196,,2011,1292
688,082166,Sant Jaume de Frontanyà,16,7,,2011,18
689,171655,Sant Jaume de Llierca,0,87,,2011,319
690,431378,Sant Jaume dels Domenys,405,153,,2011,971
691,171674,Sant Joan de les Abadesses,384,571,,2011,1446
692,171680,Sant Joan de Mollet,0,0,,2011,200
693,082188,Sant Joan de Vilatorrada,0,566,,2011,4119
694,082172,Sant Joan Despí,0,1128,,2011,12237
695,171851,Sant Joan les Fonts,0,152,,2011,1242
696,171668,Sant Jordi Desvalls,0,0,,2011,284
697,089030,Sant Julià de Cerdanyola,52,106,,2011,100
698,171693,Sant Julià de Ramis,0,0,,2011,1232
699,082205,Sant Julià de Vilatorta,153,193,,2011,1060
700,179032,Sant Julià del Llor i Bonmatí,0,83,,2011,477
701,082212,Sant Just Desvern,0,1497,,2011,5851
702,082227,Sant Llorenç d'Hortons,265,0,,2011,946
703,171714,Sant Llorenç de la Muga,147,23,,2011,94
704,251930,Sant Llorenç de Morunys,645,122,,2011,414
705,082233,Sant Llorenç Savall,258,163,,2011,923
706,082251,Sant Martí d'Albars,0,0,,2011,40
707,082248,Sant Martí de Centelles,0,93,,2011,442
708,171729,Sant Martí de Llémena,71,47,,2011,219
709,259025,Sant Martí de Riucorb,198,0,,2011,268
710,082264,Sant Martí de Tous,90,138,,2011,404
711,082270,Sant Martí Sarroca,0,60,,2011,1178
712,082286,Sant Martí Sesgueioles,57,0,,2011,132
713,171735,Sant Martí Vell,32,0,,2011,82
714,082299,Sant Mateu de Bages,78,33,,2011,233
715,171740,Sant Miquel de Campmajor,0,22,,2011,79
716,171753,Sant Miquel de Fluvià,83,0,,2011,284
717,171766,Sant Mori,69,16,,2011,72
718,171772,Sant Pau de Segúries,208,102,,2011,268
719,082310,Sant Pere de Ribes,1471,1178,,2011,11051
720,082325,Sant Pere de Riudebitlles,0,0,,2011,925
721,082331,Sant Pere de Torelló,0,0,,2011,992
722,082346,Sant Pere de Vilamajor,545,0,,2011,1564
723,171788,Sant Pere Pescador,627,219,,2011,790
724,081897,Sant Pere Sallavinera,43,0,,2011,55
725,082359,Sant Pol de Mar,1449,262,,2011,1986
726,082362,Sant Quintí de Mediona,264,202,,2011,841
727,082378,Sant Quirze de Besora,0,215,,2011,909
728,082384,Sant Quirze del Vallès,358,312,,2011,6809
729,082397,Sant Quirze Safaja,98,40,,2011,260
730,251945,Sant Ramon,68,23,,2011,178
731,082401,Sant Sadurní d'Anoia,253,546,,2011,4782
732,082418,Sant Sadurní d'Osormort,0,0,,2011,38
733,080983,Sant Salvador de Guardiola,378,112,,2011,1056
734,082628,Sant Vicenç de Castellet,258,792,,2011,3646
735,082649,Sant Vicenç de Montalt,1318,152,,2011,2079
736,082652,Sant Vicenç de Torelló,0,0,,2011,791
737,082634,Sant Vicenç dels Horts,970,1198,,2011,9869
738,431384,Santa Bàrbara,0,463,,2011,1592
739,082439,Santa Cecília de Voltregà,0,0,,2011,54
740,082444,Santa Coloma de Cervelló,150,144,,2011,2738
741,171805,Santa Coloma de Farners,359,757,,2011,4700
742,082457,Santa Coloma de Gramenet,498,2371,,2011,45646
743,431397,Santa Coloma de Queralt,189,449,,2011,1082
744,171812,Santa Cristina d'Aro,1300,277,,2011,2062
745,082460,Santa Eugènia de Berga,0,0,,2011,839
746,082476,Santa Eulàlia de Riuprimer,0,101,,2011,428
747,082482,Santa Eulàlia de Ronçana,569,156,,2011,2437
748,082495,Santa Fe del Penedès,0,0,,2011,146
749,171827,Santa Llogaia d'Àlguema,0,0,,2011,133
750,082508,Santa Margarida de Montbui,0,665,,2011,3657
751,082515,Santa Margarida i els Monjos,0,373,,2011,2651
752,082589,Santa Maria d'Oló,94,70,,2011,376
753,082536,Santa Maria de Besora,28,13,,2011,62
754,082567,Santa Maria de Martorelles,0,0,,2011,312
755,082554,Santa Maria de Merlès,35,38,,2011,53
756,082573,Santa Maria de Miralles,17,0,,2011,56
757,082592,Santa Maria de Palautordera,502,298,,2011,3376
758,431401,Santa Oliva,258,160,,2011,1251
759,171848,Santa Pau,130,103,,2011,589
760,082606,Santa Perpètua de Mogoda,0,0,,2011,9255
761,082613,Santa Susanna,602,151,,2011,1225
762,081923,Santpedor,0,373,,2011,2663
763,431423,Sarral,122,261,,2011,621
764,171864,Sarrià de Ter,0,147,,2011,1925
765,252017,Sarroca de Bellera,211,25,,2011,48
766,252000,Sarroca de Lleida,51,26,,2011,155
767,171870,"Saus, Camallera i Llampaies",75,56,,2011,314
768,431439,Savallà del Comtat,52,9,,2011,34
769,431444,"Secuita, la",87,170,,2011,634
770,171886,"Selva de Mar, la",118,57,,2011,92
771,431457,"Selva del Camp, la",430,189,,2011,2008
772,431460,Senan,37,0,,2011,27
773,430445,"Sénia, la",392,711,,2011,2368
774,252022,Senterada,86,50,,2011,78
775,250352,"Sentiu de Sió, la",34,22,,2011,187
776,082671,Sentmenat,214,210,,2011,3247
777,171903,Serinyà,0,45,,2011,425
778,252043,Seròs,190,0,,2011,695
779,171910,Serra de Daró,35,0,,2011,77
780,171925,Setcases,266,72,,2011,84
781,252038,"Seu d'Urgell, la",673,1119,,2011,5262
782,082690,Seva,371,0,,2011,1282
783,252056,Sidamon,0,39,,2011,269
784,171931,Sils,348,157,,2011,2126
785,082704,Sitges,4466,2449,,2011,12240
786,170524,Siurana,0,0,,2011,65
787,082711,Sobremunt,32,0,,2011,19
788,252069,"Soleràs, el",0,86,,2011,138
789,431476,Solivella,196,38,,2011,250
790,252075,Solsona,235,1012,,2011,3680
791,082726,Sora,113,0,,2011,68
792,252081,Soriguera,68,0,,2011,169
793,252094,Sort,795,0,,2011,949
794,252108,Soses,0,0,,2011,659
795,082732,Subirats,387,215,,2011,1089
796,252115,Sudanell,61,71,,2011,315
797,252120,Sunyer,0,45,,2011,108
798,082747,Súria,274,504,,2011,2400
799,171946,Susqueda,24,10,,2011,44
800,082763,Tagamanent,12,16,,2011,124
801,082779,Talamanca,80,81,,2011,79
802,252154,Talarn,80,67,,2011,86
803,252167,Talavera,50,17,,2011,101
804,171959,"Tallada d'Empordà, la",96,0,,2011,163
805,082785,Taradell,279,255,,2011,2257
806,431482,Tarragona,5548,7772,,2011,52391
807,252173,Tàrrega,316,2118,,2011,6193
808,252189,Tarrés,22,20,,2011,47
809,252192,Tarroja de Segarra,24,31,,2011,67
810,082750,Tavèrnoles,0,0,,2011,108
811,082802,Tavertet,79,0,,2011,56
812,082819,Teià,185,0,,2011,2164
813,252206,Térmens,0,92,,2011,573
814,171962,Terrades,29,14,,2011,104
815,082798,Terrassa,2544,15908,,2011,83249
816,082824,Tiana,0,174,,2011,2887
817,252213,Tírvia,85,0,,2011,71
818,252228,Tiurana,0,0,,2011,35
819,431495,Tivenys,158,82,,2011,361
820,431508,Tivissa,259,166,,2011,684
821,082830,Tona,185,366,,2011,3048
822,252234,Torà,106,184,,2011,478
823,082845,Tordera,814,1370,,2011,6275
824,082858,Torelló,293,947,,2011,5363
825,252249,"Torms, els",24,35,,2011,61
826,252252,Tornabous,58,54,,2011,383
827,252271,"Torre de Cabdella, la",249,120,,2011,336
828,082861,"Torre de Claramunt, la",0,297,,2011,1375
829,431515,"Torre de Fontaubella, la",27,11,,2011,73
830,431520,"Torre de l'Espanyol, la",62,85,,2011,234
831,252265,Torrebesses,46,80,,2011,116
832,431536,Torredembarra,6833,1366,,2011,6198
833,252287,Torrefarrera,0,305,,2011,1537
834,259078,Torrefeta i Florejacs,130,91,,2011,251
835,252304,Torregrossa,0,211,,2011,797
836,252311,Torrelameu,0,64,,2011,250
837,082877,Torrelavit,121,90,,2011,506
838,082883,Torrelles de Foix,583,238,,2011,983
839,082896,Torrelles de Llobregat,476,0,,2011,2057
840,171978,Torrent,79,0,,2011,54
841,252326,Torres de Segre,100,85,,2011,792
842,252332,Torre-serona,0,3,,2011,147
843,171984,Torroella de Fluvià,158,0,,2011,280
844,171997,Torroella de Montgrí,3749,2894,,2011,4404
845,431541,Torroja del Priorat,100,22,,2011,73
846,172001,Tortellà,66,0,,2011,319
847,431554,Tortosa,1931,2083,,2011,12984
848,172018,Toses,126,10,,2011,72
849,172023,Tossa de Mar,3022,446,,2011,2458
850,252347,Tremp,1308,856,,2011,2489
851,172044,Ullà,49,75,,2011,335
852,082900,Ullastrell,0,0,,2011,688
853,172057,Ullastret,58,0,,2011,99
854,431567,Ulldecona,342,1002,,2011,2632
855,431573,Ulldemolins,226,53,,2011,200
856,172039,Ultramort,20,0,,2011,77
857,172060,Urús,234,0,,2011,71
858,082917,Vacarisses,1312,370,,2011,2259
859,170144,"Vajol, la",37,0,,2011,34
860,172076,"Vall d'en Bas, la",222,194,,2011,1042
861,172082,"Vall de Bianya, la",106,75,,2011,505
862,250432,"Vall de Boí, la",1327,204,,2011,488
863,259010,Vall de Cardós,172,228,,2011,150
864,082922,Vallbona d'Anoia,0,128,,2011,543
865,252385,Vallbona de les Monges,163,0,,2011,121
866,082938,Vallcebre,54,17,,2011,134
867,431589,Vallclara,83,16,,2011,60
868,252402,Vallfogona de Balaguer,0,186,,2011,712
869,171707,Vallfogona de Ripollès,94,0,,2011,92
870,431592,Vallfogona de Riucorb,125,12,,2011,58
871,082943,Vallgorguina,0,239,,2011,995
872,082956,Vallirana,1113,659,,2011,5100
873,172095,Vall-llobrega,250,0,,2011,311
874,431606,Vallmoll,195,95,,2011,646
875,082969,Vallromanes,136,0,,2011,896
876,431613,Valls,986,1533,,2011,9523
877,259062,"Valls d'Aguilar, les",121,52,,2011,133
878,252398,"Valls de Valira, les",145,100,,2011,350
879,431628,Vandellòs i l'Hospitalet de l'Infant,2109,469,,2011,2393
880,259097,"Vansa i Fórnols, la",0,49,,2011,94
881,082975,Veciana,25,13,,2011,61
882,431634,"Vendrell, el",12369,4260,,2011,14397
883,172109,Ventalló,214,0,,2011,352
884,252424,Verdú,96,185,,2011,364
885,172116,Verges,122,0,,2011,451
886,431649,Vespella de Gaià,195,0,,2011,168
887,082981,Vic,723,2687,,2011,15744
888,172121,Vidrà,41,29,,2011,62
889,172137,Vidreres,514,463,,2011,2832
890,252430,Vielha e Mijaran,2288,0,,2011,2075
891,431652,Vilabella,46,64,,2011,318
892,172142,Vilabertran,0,0,,2011,384
893,172155,Vilablareix,0,0,,2011,836
894,082994,Vilada,58,46,,2011,189
895,172174,Viladamat,54,0,,2011,184
896,172168,Viladasens,16,0,,2011,72
897,083015,Viladecans,671,2714,,2011,24231
898,083008,Viladecavalls,0,243,,2011,2451
899,172180,Vilademuls,120,221,,2011,283
900,172207,Viladrau,126,214,,2011,406
901,172214,Vilafant,0,86,,2011,1844
902,083054,Vilafranca del Penedès,820,3109,,2011,15138
903,252445,Vilagrassa,0,155,,2011,178
904,172235,Vilajuïga,0,0,,2011,457
905,431750,Vilalba dels Arcs,59,34,,2011,245
906,083067,Vilalba Sasserra,0,0,,2011,287
907,252458,Vilaller,179,136,,2011,265
908,172240,Vilallonga de Ter,461,84,,2011,199
909,431665,Vilallonga del Camp,78,214,,2011,829
910,172253,Vilamacolum,27,0,,2011,111
911,172266,Vilamalla,0,0,,2011,387
912,172272,Vilamaniscle,53,0,,2011,63
913,252477,Vilamòs,58,0,,2011,84
914,172288,Vilanant,0,39,,2011,134
915,431671,Vilanova d'Escornalbou,3,6,,2011,224
916,252483,Vilanova de Bellpuig,0,0,,2011,465
917,252496,Vilanova de l'Aguda,0,15,,2011,94
918,252542,Vilanova de la Barca,52,0,,2011,427
919,252509,Vilanova de Meià,308,43,,2011,167
920,431687,Vilanova de Prades,70,29,,2011,54
921,083036,Vilanova de Sau,62,0,,2011,145
922,252516,Vilanova de Segrià,116,96,,2011,333
923,083020,Vilanova del Camí,218,865,,2011,4495
924,089024,Vilanova del Vallès,205,0,,2011,1789
925,083073,Vilanova i la Geltrú,2816,3348,,2011,26586
926,431690,Vilaplana,40,44,,2011,248
927,431704,Vila-rodona,111,218,,2011,511
928,172305,Vila-sacra,0,0,,2011,260
929,252521,Vila-sana,0,47,,2011,252
930,431711,Vila-seca,7466,1758,,2011,8401
931,082140,Vilassar de Dalt,313,291,,2011,3440
932,082191,Vilassar de Mar,1129,1100,,2011,7666
933,172229,Vilaür,30,11,,2011,50
934,431726,Vilaverd,62,65,,2011,205
935,431732,"Vilella Alta, la",43,25,,2011,54
936,431747,"Vilella Baixa, la",100,45,,2011,92
937,172333,Vilobí d'Onyar,89,0,,2011,1155
938,083041,Vilobí del Penedès,44,0,,2011,380
939,172327,Vilopriu,81,0,,2011,84
940,252537,"Vilosell, el",144,14,,2011,80
941,431763,Vimbodí i Poblet,184,145,,2011,409
942,252555,Vinaixa,89,81,,2011,236
943,431779,Vinebre,54,67,,2011,199
944,431785,Vinyols i els Arcs,607,196,,2011,771
945,083089,Viver i Serrateix,0,0,,2011,47
946,430521,Xerta,114,140,,2011,460
